Sample in Buffer,Sample in Window,TRIGGER,data/adc_F_data_package/state23[3:0],data/adc_F_data_package/next_state23[3:0],data/adc_F_data_package/adc_data[11:0],data/adc_F_data_package/fifo1[11:0],data/adc_F_data_package/data_fifo2_out[11:0],data/adc_F_data_package/data_fifo3_in[3:0],data/adc_F_data_package/rd_fifo2,data/adc_F_data_package/data_cnt_fifo2[7:0],data/adc_F_data_package/data_cnt_fifo2_use[7:0],data/adc_F_data_package/cnt23[11:0],data/adc_F_data_package/rd_fifo1_1,data/adc_F_data_package/rd_fifo1,data/adc_F_data_package/clk_125m,data/adc_F_data_package/full,data/adc_F_data_package/empty,data/adc_F_data_package/wr_rst_busy,data/adc_F_data_package/rd_rst_busy,data/adc_F_data_package/wr_fifo3,data/adc_F_data_package/fifo23_end,data/adc_F_data_package/rd_fifo3,data/adc_F_data_package/data_cnt_fifo3[9:0],data/adc_F_data_package/data_fifo3_out[3:0],data/adc_F_data_package/full3,data/adc_F_data_package/empty3
406,406,0,0,0,1549,50e,7c3,0,0,106,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
407,407,0,0,0,1568,520,7c3,0,0,107,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
408,408,0,0,0,1580,532,7c3,0,0,108,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
409,409,0,0,0,1593,544,7c3,0,0,109,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
410,410,0,0,0,1609,557,7c3,0,0,110,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
411,411,0,0,0,1619,567,7c3,0,0,111,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
412,412,0,0,0,1633,57a,7c3,0,0,112,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
413,413,0,0,0,1644,58d,7c3,0,0,113,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
414,414,0,0,0,1656,59c,7c3,0,0,114,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
415,415,0,0,0,1669,5b0,7c3,0,0,115,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
416,416,0,0,0,1677,5c0,7c3,0,0,116,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
417,417,0,0,0,1687,5cf,7c3,0,0,117,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
418,418,0,0,0,1699,5e0,7c3,0,0,118,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
419,419,0,0,0,1707,5ee,7c3,0,0,119,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
420,420,0,0,0,1718,601,7c3,0,0,120,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
421,421,0,0,0,1724,60d,7c3,0,0,121,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
422,422,0,0,0,1733,620,7c3,0,0,122,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
423,423,0,0,0,1742,62c,7c3,0,0,123,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
424,424,0,0,0,1748,639,7c3,0,0,124,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
425,425,0,0,0,1758,649,7c3,0,0,125,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
426,426,0,0,0,1765,653,7c3,0,0,126,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
427,427,0,0,0,1779,661,7c3,0,0,127,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
428,428,0,0,0,1784,66c,7c3,0,0,128,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
429,429,0,0,0,1793,678,7c3,0,0,129,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
430,430,0,0,0,1802,685,7c3,0,0,130,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
431,431,0,0,0,1806,68d,7c3,0,0,131,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
432,432,0,0,0,1816,697,7c3,0,0,132,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
433,433,0,0,0,1820,6a3,7c3,0,0,133,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
434,434,0,0,0,1827,6ab,7c3,0,0,134,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
435,435,0,0,0,1834,6b6,7c3,0,0,135,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
436,436,0,0,0,1839,6bc,7c3,0,0,136,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
437,437,0,0,0,1846,6c5,7c3,0,0,137,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
438,438,0,0,0,1850,6ce,7c3,0,0,138,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
439,439,0,0,0,1856,6d4,7c3,0,0,139,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
440,440,0,0,0,1861,6de,7c3,0,0,140,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
441,441,0,0,0,1867,6e5,7c3,0,0,141,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
442,442,0,0,0,1873,6f3,7c3,0,0,142,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
443,443,0,0,0,1876,6f8,7c3,0,0,143,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
444,444,0,0,0,1882,701,7c3,0,0,144,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
445,445,0,0,0,1886,70a,7c3,0,0,145,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
446,446,0,0,0,1891,70e,7c3,0,0,146,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
447,447,0,0,0,1894,718,7c3,0,0,147,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
448,448,0,0,0,1899,71c,7c3,0,0,148,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
449,449,0,0,0,1902,723,7c3,0,0,149,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
450,450,0,0,0,1907,72a,7c3,0,0,150,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
451,451,0,0,0,1911,72f,7c3,0,0,151,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
452,452,0,0,0,1915,736,7c3,0,0,152,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
453,453,0,0,0,1918,73a,7c3,0,0,153,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
454,454,0,0,0,1920,740,7c3,0,0,154,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
455,455,0,0,0,1924,745,7c3,0,0,155,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
456,456,0,0,0,1927,74b,7c3,0,0,156,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
457,457,0,0,0,1930,751,7c3,0,0,157,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
458,458,0,0,0,1932,754,7c3,0,0,158,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
459,459,0,0,0,1936,75a,7c3,0,0,159,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
460,460,0,0,0,1935,75e,7c3,0,0,160,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
461,461,0,0,0,1938,763,7c3,0,0,161,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
462,462,0,0,0,1938,766,7c3,0,0,162,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
463,463,0,0,0,1939,76b,7c3,0,0,163,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
464,464,0,0,0,1941,76e,7c3,0,0,164,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
465,465,0,0,0,1943,773,7c3,0,0,165,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
466,466,0,0,0,1945,777,7c3,0,0,166,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
467,467,0,0,0,1951,77b,7c3,0,0,167,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
468,468,0,0,0,1955,77e,7c3,0,0,168,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
469,469,0,0,0,1954,780,7c3,0,0,169,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
470,470,0,0,0,1959,784,7c3,0,0,170,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
471,471,0,0,0,1959,787,7c3,0,0,171,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
472,472,0,0,0,1961,78a,7c3,0,0,172,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
473,473,0,0,0,1964,78c,7c3,0,0,173,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
474,474,0,0,0,1965,790,7c3,0,0,174,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
475,475,0,0,0,1966,78f,7c3,0,0,175,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
476,476,0,0,0,1968,792,7c3,0,0,176,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
477,477,0,0,0,1968,792,7c3,0,0,177,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
478,478,0,0,0,1971,793,7c3,0,0,178,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
479,479,0,0,0,1972,795,7c3,0,0,179,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
480,480,0,0,0,1973,797,7c3,0,0,180,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
481,481,0,0,0,1973,799,7c3,0,0,181,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
482,482,0,0,0,1975,79f,7c3,0,0,182,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
483,483,0,0,0,1977,7a3,7c3,0,0,183,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
484,484,0,0,0,1979,7a2,7c3,0,0,184,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
485,485,0,0,0,1979,7a7,7c3,0,0,185,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
486,486,0,0,0,1981,7a7,7c3,0,0,186,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
487,487,0,0,0,1981,7a9,7c3,0,0,187,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
488,488,0,0,0,1982,7ac,7c3,0,0,188,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
489,489,0,0,0,1983,7ad,7c3,0,0,189,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
490,490,0,0,0,1983,7ae,7c3,0,0,190,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
491,491,0,0,0,1986,7b0,7c3,0,0,191,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
492,492,0,0,0,1986,7b0,7c3,0,0,192,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
493,493,0,0,0,1987,7b3,7c3,0,0,193,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
494,494,0,0,0,1989,7b4,7c3,0,0,194,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
495,495,0,0,0,1990,7b5,7c3,0,0,195,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
496,496,0,0,0,1990,7b5,7c3,0,0,196,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
497,497,0,0,0,1991,7b7,7c3,0,0,197,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
498,498,0,0,0,1993,7b9,7c3,0,0,198,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
499,499,0,0,0,1993,7bb,7c3,0,0,199,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
500,500,0,0,0,1991,7bb,7c3,0,0,200,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
501,501,0,0,0,1993,7bd,7c3,0,0,201,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
502,502,0,0,0,1991,7bd,7c3,0,0,202,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
503,503,0,0,0,1991,7be,7c3,0,0,203,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
504,504,0,0,0,1992,7bf,7c3,0,0,204,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
505,505,0,0,0,1991,7bf,7c3,0,0,205,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
506,506,0,0,0,1991,7c2,7c3,0,0,206,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
507,507,0,0,0,1991,7c2,7c3,0,0,207,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
508,508,0,0,0,1996,7c3,7c3,0,0,208,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
509,509,0,0,0,1993,7c5,7c3,0,0,209,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
510,510,0,0,0,1996,7c6,7c3,0,0,210,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
511,511,0,0,0,1997,7c6,7c3,0,0,211,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
512,512,1,0,1,1997,7c7,7c3,0,0,212,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
513,513,0,1,2,1998,7c9,7c3,0,0,212,00,000,0,0,1,0,0,0,0,0,0,0,000,4,0,1
514,514,0,2,2,1999,7c9,7c3,0,0,212,d4,000,0,0,1,0,0,0,0,0,0,0,000,4,0,1
515,515,0,2,2,2000,7c7,7c3,7,0,212,d4,000,0,0,1,0,0,0,0,1,0,0,000,4,0,1
516,516,0,2,2,2000,7c9,7c3,c,0,212,d4,000,0,0,1,0,0,0,0,1,0,0,001,4,0,0
517,517,0,2,2,1999,7c7,7c3,3,1,212,d4,001,0,0,1,0,0,0,0,1,0,0,002,4,0,0
518,518,0,2,2,2001,7c7,7c3,7,0,211,d4,001,0,0,1,0,0,0,0,1,0,0,003,4,0,0
519,519,0,2,2,2001,7c8,7e1,c,0,211,d4,001,0,0,1,0,0,0,0,1,0,0,004,4,0,0
520,520,0,2,2,2001,7c7,7e1,1,1,211,d4,002,0,0,1,0,0,0,0,1,0,0,005,4,0,0
521,521,0,2,2,2003,7c7,7e1,7,0,210,d4,002,0,0,1,0,0,0,0,1,0,0,006,4,0,0
522,522,0,2,2,2002,7c7,7da,e,0,210,d4,002,0,0,1,0,0,0,0,1,0,0,007,4,0,0
523,523,0,2,2,2003,7cc,7da,a,1,210,d4,003,0,0,1,0,0,0,0,1,0,0,008,4,0,0
524,524,0,2,2,2003,7c9,7da,7,0,209,d4,003,0,0,1,0,0,0,0,1,0,0,009,4,0,0
525,525,0,2,2,2003,7cc,7b9,d,0,209,d4,003,0,0,1,0,0,0,0,1,0,0,00a,4,0,0
526,526,0,2,2,2004,7cd,7b9,9,1,209,d4,004,0,0,1,0,0,0,0,1,0,0,00b,4,0,0
527,527,0,2,2,2003,7cd,7b9,7,0,208,d4,004,0,0,1,0,0,0,0,1,0,0,00c,4,0,0
528,528,0,2,2,2004,7ce,75b,b,0,208,d4,004,0,0,1,0,0,0,0,1,0,0,00d,4,0,0
529,529,0,2,2,2004,7cf,75b,b,1,208,d4,005,0,0,1,0,0,0,0,1,0,0,00e,4,0,0
530,530,0,2,2,2004,7d0,75b,7,0,207,d4,005,0,0,1,0,0,0,0,1,0,0,00f,4,0,0
531,531,0,2,2,2003,7d0,71a,5,0,207,d4,005,0,0,1,0,0,0,0,1,0,0,010,4,0,0
532,532,0,2,2,2002,7cf,71a,a,1,207,d4,006,0,0,1,0,0,0,0,1,0,0,011,4,0,0
533,533,0,2,2,2004,7d1,71a,7,0,206,d4,006,0,0,1,0,0,0,0,1,0,0,012,4,0,0
534,534,0,2,2,2003,7d1,6de,1,0,206,d4,006,0,0,1,0,0,0,0,1,0,0,013,4,0,0
535,535,0,2,2,2002,7d1,6de,e,1,206,d4,007,0,0,1,0,0,0,0,1,0,0,014,4,0,0
536,536,0,2,2,2003,7d3,6de,6,0,205,d4,007,0,0,1,0,0,0,0,1,0,0,015,4,0,0
537,537,0,2,2,2003,7d2,689,d,0,205,d4,007,0,0,1,0,0,0,0,1,0,0,016,4,0,0
538,538,0,2,2,2002,7d3,689,9,1,205,d4,008,0,0,1,0,0,0,0,1,0,0,017,4,0,0
539,539,0,2,2,2003,7d3,689,6,0,204,d4,008,0,0,1,0,0,0,0,1,0,0,018,4,0,0
540,540,0,2,2,2002,7d3,661,8,0,204,d4,008,0,0,1,0,0,0,0,1,0,0,019,4,0,0
541,541,0,2,2,2001,7d4,661,1,1,204,d4,009,0,0,1,0,0,0,0,1,0,0,01a,4,0,0
542,542,0,2,2,2001,7d3,661,6,0,203,d4,009,0,0,1,0,0,0,0,1,0,0,01b,4,0,0
543,543,0,2,2,2000,7d4,624,6,0,203,d4,009,0,0,1,0,0,0,0,1,0,0,01c,4,0,0
544,544,0,2,2,1999,7d4,624,4,1,203,d4,00a,0,0,1,0,0,0,0,1,0,0,01d,4,0,0
545,545,0,2,2,1998,7d4,624,6,0,202,d4,00a,0,0,1,0,0,0,0,1,0,0,01e,4,0,0
546,546,0,2,2,1997,7d3,5f1,2,0,202,d4,00a,0,0,1,0,0,0,0,1,0,0,01f,4,0,0
547,547,0,2,2,1996,7d2,5f1,1,1,202,d4,00b,0,0,1,0,0,0,0,1,0,0,020,4,0,0
548,548,0,2,2,2000,7d4,5f1,5,0,201,d4,00b,0,0,1,0,0,0,0,1,0,0,021,4,0,0
549,549,0,2,2,2000,7d3,5d2,f,0,201,d4,00b,0,0,1,0,0,0,0,1,0,0,022,4,0,0
550,550,0,2,2,2000,7d2,5d2,2,1,201,d4,00c,0,0,1,0,0,0,0,1,0,0,023,4,0,0
551,551,0,2,2,2003,7d3,5d2,5,0,200,d4,00c,0,0,1,0,0,0,0,1,0,0,024,4,0,0
552,552,0,2,2,2001,7d3,5b2,d,0,200,d4,00c,0,0,1,0,0,0,0,1,0,0,025,4,0,0
553,553,0,2,2,2002,7d2,5b2,2,1,200,d4,00d,0,0,1,0,0,0,0,1,0,0,026,4,0,0
554,554,0,2,2,2003,7d3,5b2,5,0,199,d4,00d,0,0,1,0,0,0,0,1,0,0,027,4,0,0
555,555,0,2,2,2002,7d2,58c,b,0,199,d4,00d,0,0,1,0,0,0,0,1,0,0,028,4,0,0
556,556,0,2,2,2002,7d1,58c,c,1,199,d4,00e,0,0,1,0,0,0,0,1,0,0,029,4,0,0
557,557,0,2,2,2002,7d1,58c,5,0,198,d4,00e,0,0,1,0,0,0,0,1,0,0,02a,4,0,0
558,558,0,2,2,2002,7d0,57d,8,0,198,d4,00e,0,0,1,0,0,0,0,1,0,0,02b,4,0,0
559,559,0,2,2,2003,7cf,57d,d,1,198,d4,00f,0,0,1,0,0,0,0,1,0,0,02c,4,0,0
560,560,0,2,2,2003,7ce,57d,5,0,197,d4,00f,0,0,1,0,0,0,0,1,0,0,02d,4,0,0
561,561,0,2,2,2003,7cd,569,7,0,197,d4,00f,0,0,1,0,0,0,0,1,0,0,02e,4,0,0
562,562,0,2,2,2003,7cc,569,9,1,197,d4,010,0,0,1,0,0,0,0,1,0,0,02f,4,0,0
563,563,0,2,2,2003,7d0,569,5,0,196,d4,010,0,0,1,0,0,0,0,1,0,0,030,4,0,0
564,564,0,2,2,2004,7d0,552,6,0,196,d4,010,0,0,1,0,0,0,0,1,0,0,031,4,0,0
565,565,0,2,2,2004,7d0,552,2,1,196,d4,011,0,0,1,0,0,0,0,1,0,0,032,4,0,0
566,566,0,2,2,2005,7d3,552,5,0,195,d4,011,0,0,1,0,0,0,0,1,0,0,033,4,0,0
567,567,0,2,2,2004,7d1,54d,5,0,195,d4,011,0,0,1,0,0,0,0,1,0,0,034,4,0,0
568,568,0,2,2,2004,7d2,54d,d,1,195,d4,012,0,0,1,0,0,0,0,1,0,0,035,4,0,0
569,569,0,2,2,2004,7d3,54d,5,0,194,d4,012,0,0,1,0,0,0,0,1,0,0,036,4,0,0
570,570,0,2,2,2004,7d2,53f,4,0,194,d4,012,0,0,1,0,0,0,0,1,0,0,037,4,0,0
571,571,0,2,2,2004,7d2,53f,f,1,194,d4,013,0,0,1,0,0,0,0,1,0,0,038,4,0,0
572,572,0,2,2,2005,7d2,53f,5,0,193,d4,013,0,0,1,0,0,0,0,1,0,0,039,4,0,0
573,573,0,2,2,2004,7d2,53b,3,0,193,d4,013,0,0,1,0,0,0,0,1,0,0,03a,4,0,0
574,574,0,2,2,2005,7d3,53b,b,1,193,d4,014,0,0,1,0,0,0,0,1,0,0,03b,4,0,0
575,575,0,2,2,2005,7d3,53b,5,0,192,d4,014,0,0,1,0,0,0,0,1,0,0,03c,4,0,0
576,576,0,2,2,2005,7d3,539,3,0,192,d4,014,0,0,1,0,0,0,0,1,0,0,03d,4,0,0
577,577,0,2,2,2005,7d3,539,9,1,192,d4,015,0,0,1,0,0,0,0,1,0,0,03e,4,0,0
578,578,0,2,2,2005,7d3,539,5,0,191,d4,015,0,0,1,0,0,0,0,1,0,0,03f,4,0,0
579,579,0,2,2,2005,7d4,534,3,0,191,d4,015,0,0,1,0,0,0,0,1,0,0,040,4,0,0
580,580,0,2,2,2006,7d4,534,4,1,191,d4,016,0,0,1,0,0,0,0,1,0,0,041,4,0,0
581,581,0,2,2,2004,7d5,534,5,0,190,d4,016,0,0,1,0,0,0,0,1,0,0,042,4,0,0
582,582,0,2,2,2005,7d4,538,3,0,190,d4,016,0,0,1,0,0,0,0,1,0,0,043,4,0,0
583,583,0,2,2,2004,7d4,538,8,1,190,d4,017,0,0,1,0,0,0,0,1,0,0,044,4,0,0
584,584,0,2,2,2003,7d4,538,5,0,189,d4,017,0,0,1,0,0,0,0,1,0,0,045,4,0,0
585,585,0,2,2,2002,7d4,53b,3,0,189,d4,017,0,0,1,0,0,0,0,1,0,0,046,4,0,0
586,586,0,2,2,2002,7d4,53b,b,1,189,d4,018,0,0,1,0,0,0,0,1,0,0,047,4,0,0
587,587,0,2,2,2000,7d5,53b,5,0,188,d4,018,0,0,1,0,0,0,0,1,0,0,048,4,0,0
588,588,0,2,2,2000,7d4,53e,3,0,188,d4,018,0,0,1,0,0,0,0,1,0,0,049,4,0,0
589,589,0,2,2,2005,7d5,53e,e,1,188,d4,019,0,0,1,0,0,0,0,1,0,0,04a,4,0,0
590,590,0,2,2,2001,7d5,53e,5,0,187,d4,019,0,0,1,0,0,0,0,1,0,0,04b,4,0,0
591,591,0,2,2,2005,7d5,546,3,0,187,d4,019,0,0,1,0,0,0,0,1,0,0,04c,4,0,0
592,592,0,2,2,2005,7d5,546,6,1,187,d4,01a,0,0,1,0,0,0,0,1,0,0,04d,4,0,0
593,593,0,2,2,2004,7d5,546,5,0,186,d4,01a,0,0,1,0,0,0,0,1,0,0,04e,4,0,0
594,594,0,2,2,2006,7d5,54c,4,0,186,d4,01a,0,0,1,0,0,0,0,1,0,0,04f,4,0,0
595,595,0,2,2,2004,7d6,54c,c,1,186,d4,01b,0,0,1,0,0,0,0,1,0,0,050,4,0,0
596,596,0,2,2,2004,7d4,54c,5,0,185,d4,01b,0,0,1,0,0,0,0,1,0,0,051,4,0,0
597,597,0,2,2,2004,7d5,554,4,0,185,d4,01b,0,0,1,0,0,0,0,1,0,0,052,4,0,0
598,598,0,2,2,2005,7d4,554,4,1,185,d4,01c,0,0,1,0,0,0,0,1,0,0,053,4,0,0
599,599,0,2,2,2005,7d3,554,5,0,184,d4,01c,0,0,1,0,0,0,0,1,0,0,054,4,0,0
600,600,0,2,2,2004,7d2,55e,5,0,184,d4,01c,0,0,1,0,0,0,0,1,0,0,055,4,0,0
601,601,0,2,2,2004,7d2,55e,e,1,184,d4,01d,0,0,1,0,0,0,0,1,0,0,056,4,0,0
602,602,0,2,2,2005,7d0,55e,5,0,183,d4,01d,0,0,1,0,0,0,0,1,0,0,057,4,0,0
603,603,0,2,2,2006,7d0,568,5,0,183,d4,01d,0,0,1,0,0,0,0,1,0,0,058,4,0,0
604,604,0,2,2,2006,7d5,568,8,1,183,d4,01e,0,0,1,0,0,0,0,1,0,0,059,4,0,0
605,605,0,2,2,2005,7d1,568,5,0,182,d4,01e,0,0,1,0,0,0,0,1,0,0,05a,4,0,0
606,606,0,2,2,2005,7d5,572,6,0,182,d4,01e,0,0,1,0,0,0,0,1,0,0,05b,4,0,0
607,607,0,2,2,2005,7d5,572,2,1,182,d4,01f,0,0,1,0,0,0,0,1,0,0,05c,4,0,0
608,608,0,2,2,2006,7d4,572,5,0,181,d4,01f,0,0,1,0,0,0,0,1,0,0,05d,4,0,0
609,609,0,2,2,2005,7d6,57d,7,0,181,d4,01f,0,0,1,0,0,0,0,1,0,0,05e,4,0,0
610,610,0,2,2,2006,7d4,57d,d,1,181,d4,020,0,0,1,0,0,0,0,1,0,0,05f,4,0,0
